index,tag,name,vmfb_hash,M,N,K,dtype,tA,tB,mean_microseconds,arithmetic_intensity,tflops,ok
324,llama70bskinny,gemm_28672_32_8192_f16_f32_tA,ee411b6c98d06ce728fc22e8557b902b,28672,32,8192,f16,T,N,193.0,31.8401,77.888,True
325,llama70bskinny,gemm_8192_2_14336_f16_f32_tA,a09be87cfccf8f675e1813aeb7bb640e,8192,2,14336,f16,T,N,3640.0,1.9992,0.1291,True
326,llama70bskinny,gemm_8192_4_14336_f16_f32_tA,f784289ab81ca68af82f8e8e26753e71,8192,4,14336,f16,T,N,6960.0,3.9969,0.135,True
327,llama70bskinny,gemm_8192_8_14336_f16_f32_tA,9d49014534dc46d7092b3a9c7b298954,8192,8,14336,f16,T,N,5130.0,7.9877,0.3663,True
328,llama70bskinny,gemm_8192_16_14336_f16_f32_tA,40042604c25bfd260b874bce4820aadb,8192,16,14336,f16,T,N,188.0,15.951,19.9899,True
329,llama70bskinny,gemm_8192_32_14336_f16_f32_tA,78e7572f6fb000001830d64daac4de31,8192,32,14336,f16,T,N,197.0,31.8048,38.1533,True
330,llama70bskinny,gemm_8000_2_8192_f16_f32_tA,68c7cf5d9fb55cdea2b61adb9262e1bd,8000,2,8192,f16,T,N,996.0,1.999,0.2632,True
331,llama70bskinny,gemm_8000_4_8192_f16_f32_tA,6cbca20f7c6e8fa27cf8c56831c0a0ae,8000,4,8192,f16,T,N,1650.0,3.9961,0.3178,True
332,llama70bskinny,gemm_8000_8_8192_f16_f32_tA,7dcf26061d1a73a4e25c2fa21e504e7a,8000,8,8192,f16,T,N,3040.0,7.9842,0.3449,True
333,llama70bskinny,gemm_8000_16_8192_f16_f32_tA,08a15eed6e9b6c7189581c8653c2987f,8000,16,8192,f16,T,N,140.0,15.937,14.9797,True
334,llama70bskinny,gemm_8000_32_8192_f16_f32_tA,09d98ddfd6a20e24367f13743469408e,8000,32,8192,f16,T,N,141.0,31.749,29.7468,True
335,llama70bskinny,gemm_2560_2_8192_f16_f32_tA,5584952193ed1a658ab605f9d9cf7ad7,2560,2,8192,f16,T,N,443.0,1.998,0.1894,True
336,llama70bskinny,gemm_2560_4_8192_f16_f32_tA,a15baa2ddfa89ac6d0d5b578cd757519,2560,4,8192,f16,T,N,824.0,3.9918,0.2036,True
337,llama70bskinny,gemm_2560_8_8192_f16_f32_tA,2b4299caeb3e7ac5bab33cf02f16c273,2560,8,8192,f16,T,N,3050.0,7.9673,0.11,True
338,llama70bskinny,gemm_2560_16_8192_f16_f32_tA,b5654bc75f3fb83912148ec2b90f98c9,2560,16,8192,f16,T,N,135.0,15.8698,4.971,True
339,llama70bskinny,gemm_2560_32_8192_f16_f32_tA,f674327e63c02b3b3b2b68771a7deabf,2560,32,8192,f16,T,N,140.0,31.4835,9.587,True
340,llama70bskinny,gemm_8192_2_2048_f16_f32_tA,15a42107cf40fca991e2f1de2c9826b0,8192,2,2048,f16,T,N,332.0,1.9976,0.2021,True
341,llama70bskinny,gemm_8192_4_2048_f16_f32_tA,5a246a9927561a7434091c7dfb986167,8192,4,2048,f16,T,N,575.0,3.9903,0.2334,True
342,llama70bskinny,gemm_8192_8_2048_f16_f32_tA,5c9e3e0bce8e1aa9c598703b3083bcda,8192,8,2048,f16,T,N,775.0,7.9611,0.3464,True
343,llama70bskinny,gemm_8192_16_2048_f16_f32_tA,64bb522343d22b8195884f7fcbeb9b1a,8192,16,2048,f16,T,N,64.0,15.8453,8.3886,True
344,llama70bskinny,gemm_8192_32_2048_f16_f32_tA,023fe9a4e66e179dbd35ff4512cc33fd,8192,32,2048,f16,T,N,66.0,31.387,16.2688,True
345,llama70bskinny,gemm_14336_2_8192_f16_f32_tA,17eb2bfbaa8784641a6af5c2f0317154,14336,2,8192,f16,T,N,2990.0,1.9992,0.1571,True
346,llama70bskinny,gemm_14336_4_8192_f16_f32_tA,e2f16a8f0d427066cbe052293bed8d29,14336,4,8192,f16,T,N,5710.0,3.9969,0.1645,True
347,llama70bskinny,gemm_14336_8_8192_f16_f32_tA,3460c6fc12989e80a81167b35decd163,14336,8,8192,f16,T,N,3060.0,7.9877,0.6141,True
348,llama70bskinny,gemm_14336_16_8192_f16_f32_tA,7a3d3c38fa3e7e67f08f8cb82f48c083,14336,16,8192,f16,T,N,133.0,15.951,28.2564,True
349,llama70bskinny,gemm_14336_32_8192_f16_f32_tA,dc37f58dbf787caf74139950a2cc9503,14336,32,8192,f16,T,N,118.0,31.8048,63.6965,True
350,llama70bskinny,gemm_8192_2_7168_f16_f32_tA,ae80f0920acbb1528f77787519067a52,8192,2,7168,f16,T,N,1560.0,1.999,0.1506,True
351,llama70bskinny,gemm_8192_4_7168_f16_f32_tA,7239b85d4fef0104b1bd07f810397568,8192,4,7168,f16,T,N,2920.0,3.9958,0.1609,True
352,llama70bskinny,gemm_8192_8_7168_f16_f32_tA,9f35dc99fa16e673d2ce80ab1960f290,8192,8,7168,f16,T,N,2660.0,7.9833,0.3532,True
353,llama70bskinny,gemm_8192_16_7168_f16_f32_tA,42b5ea5f53423e6ec4371bd11f296e64,8192,16,7168,f16,T,N,122.0,15.9333,15.402,True
354,llama70bskinny,gemm_8192_32_7168_f16_f32_tA,1439e1e832afe738a8900977b5971e1c,8192,32,7168,f16,T,N,131.0,31.7344,28.6878,True
355,llama70bskinny,gemm_4000_2_8192_f16_f32_tA,e28916df3edbb8610f8772838cfe7e3c,4000,2,8192,f16,T,N,423.0,1.9985,0.3099,True
356,llama70bskinny,gemm_4000_4_8192_f16_f32_tA,15ed9331c12548eb48f3f866754f1d4c,4000,4,8192,f16,T,N,748.0,3.9941,0.3505,True
357,llama70bskinny,gemm_4000_8_8192_f16_f32_tA,d0e320a7002fcc73427f414dc398343a,4000,8,8192,f16,T,N,2640.0,7.9763,0.1986,True
358,llama70bskinny,gemm_4000_16_8192_f16_f32_tA,620a6114d4523f300a217ee549fbea1c,4000,16,8192,f16,T,N,90.0,15.9053,11.6508,True
359,llama70bskinny,gemm_4000_32_8192_f16_f32_tA,045af35f1a5092371dae8894b9e9d95b,4000,32,8192,f16,T,N,93.0,31.6235,22.55,True
360,llama70bskinny,gemm_1280_2_8192_f16_f32_tA,90fb4ab001dca4407dff357761a8f529,1280,2,8192,f16,T,N,208.0,1.9964,0.2016,True
361,llama70bskinny,gemm_1280_4_8192_f16_f32_tA,25499ffcbf37343fa265adbc54d3fd3c,1280,4,8192,f16,T,N,374.0,3.9856,0.2243,True
362,llama70bskinny,gemm_1280_8_8192_f16_f32_tA,ad991a765c396488cd296e2c1b09977a,1280,8,8192,f16,T,N,3060.0,7.9426,0.0548,True
363,llama70bskinny,gemm_1280_16_8192_f16_f32_tA,6492240f69fdadd99b5ebad8b3c0f330,1280,16,8192,f16,T,N,128.0,15.772,2.6214,True
364,llama70bskinny,gemm_1280_32_8192_f16_f32_tA,631fa60ddbefe527168f93a37bf556f4,1280,32,8192,f16,T,N,132.0,31.101,5.084,True
365,llama70bskinny,gemm_8192_2_1024_f16_f32_tA,768e43fdc321c2a84424e45c037bab3e,8192,2,1024,f16,T,N,185.0,1.9956,0.1814,True
366,llama70bskinny,gemm_8192_4_1024_f16_f32_tA,41b2f0a8e9e155761020fb1d05f8bf7b,8192,4,1024,f16,T,N,301.0,3.9825,0.223,True
367,llama70bskinny,gemm_8192_8_1024_f16_f32_tA,1228ffd23a12ed8f144b32c75ac597c2,8192,8,1024,f16,T,N,421.0,7.9303,0.3188,True
368,llama70bskinny,gemm_8192_16_1024_f16_f32_tA,83b72e69cdab1cf45132ee0b12e5d1fe,8192,16,1024,f16,T,N,63.0,15.7236,4.2609,True
369,llama70bskinny,gemm_8192_32_1024_f16_f32_tA,f07b22b39965048ee3c0c88390ae0d2b,8192,32,1024,f16,T,N,59.0,30.9132,9.0995,True
370,llama70bskinny,gemm_7168_2_8192_f16_f32_tA,9eace2e500b04cd8a8f099b3a48622c8,7168,2,8192,f16,T,N,1330.0,1.999,0.1766,True
371,llama70bskinny,gemm_7168_4_8192_f16_f32_tA,7738683a7412de1ccfc0de33844b0c86,7168,4,8192,f16,T,N,2720.0,3.9958,0.1727,True
372,llama70bskinny,gemm_7168_8_8192_f16_f32_tA,45aeb060cd05ce3b8f15c2864d5072b3,7168,8,8192,f16,T,N,3040.0,7.9833,0.3091,True
373,llama70bskinny,gemm_7168_16_8192_f16_f32_tA,267f9dc9094b13b8e2b1044dbd3d55c3,7168,16,8192,f16,T,N,129.0,15.9333,14.5663,True
374,llama70bskinny,gemm_7168_32_8192_f16_f32_tA,7c973f96d359705c7118bc0cbfc81134,7168,32,8192,f16,T,N,136.0,31.7344,27.6331,True
375,llama70bskinny,gemm_8192_2_3584_f16_f32_tA,ef27420cb66b1ca9a3515beb807c16a0,8192,2,3584,f16,T,N,598.0,1.9984,0.1964,True
376,llama70bskinny,gemm_8192_4_3584_f16_f32_tA,62b46d350a8f4c13d7ff1e0d514abf3b,8192,4,3584,f16,T,N,1160.0,3.9936,0.2025,True
377,llama70bskinny,gemm_8192_8_3584_f16_f32_tA,0e9efd8d4c9b93653faafbbaad369013,8192,8,3584,f16,T,N,1320.0,7.9744,0.3559,True
378,llama70bskinny,gemm_8192_16_3584_f16_f32_tA,cc44f641173c75fda477220b55375552,8192,16,3584,f16,T,N,81.0,15.898,11.5991,True
379,llama70bskinny,gemm_8192_32_3584_f16_f32_tA,b58bb18125d9bfffb54382d7f0272143,8192,32,3584,f16,T,N,84.0,31.5945,22.3696,True
380,llama70bskinny,gemm_32000_2_8192_bf16_f32_tA,cef5f40735fea14ee43caf9ad859d96b,32000,2,8192,bf16,T,N,7380.0,1.9994,0.1421,True
381,llama70bskinny,gemm_32000_4_8192_bf16_f32_tA,744a5cef2e6b59975821fc2033b1760f,32000,4,8192,bf16,T,N,13600.0,3.9975,0.1542,True
382,llama70bskinny,gemm_32000_8_8192_bf16_f32_tA,a381189cba6ad9662e7d74166377da14,32000,8,8192,bf16,T,N,5190.0,7.9902,0.8082,True
383,llama70bskinny,gemm_32000_16_8192_bf16_f32_tA,1da950945e094c4ceaa5577b1025e072,32000,16,8192,bf16,T,N,5180.0,15.9608,1.6194,True
384,llama70bskinny,gemm_32000_32_8192_bf16_f32_tA,a65ad8956c8d5cda8c6136ec320e64ee,32000,32,8192,bf16,T,N,2360.0,31.8438,7.109,True
385,llama70bskinny,gemm_10240_2_8192_bf16_f32_tA,4f35290b35eba62496be659b46d6cd19,10240,2,8192,bf16,T,N,2210.0,1.9991,0.1518,True
386,llama70bskinny,gemm_10240_4_8192_bf16_f32_tA,f6149f71d00e91a9e814d8af6af016c8,10240,4,8192,bf16,T,N,4370.0,3.9965,0.1536,True
387,llama70bskinny,gemm_10240_8_8192_bf16_f32_tA,3ba3093a969bdfa12248452dad6093ca,10240,8,8192,bf16,T,N,3040.0,7.986,0.4415,True
388,llama70bskinny,gemm_10240_16_8192_bf16_f32_tA,f27c08de8f37c829185f334f2ffd1c18,10240,16,8192,bf16,T,N,3040.0,15.9439,0.883,True
389,llama70bskinny,gemm_10240_32_8192_bf16_f32_tA,d2fc208c78e852356d06b87d6595b7dc,10240,32,8192,bf16,T,N,964.0,31.7766,5.5692,True
390,llama70bskinny,gemm_8192_2_8192_bf16_f32_tA,f89e37a3ff13c79856e9a4f7e25cae28,8192,2,8192,bf16,T,N,1780.0,1.999,0.1508,True
391,llama70bskinny,gemm_8192_4_8192_bf16_f32_tA,679f96d3ce69401439cc85a2ed36d3e9,8192,4,8192,bf16,T,N,3430.0,3.9961,0.1565,True
392,llama70bskinny,gemm_8192_8_8192_bf16_f32_tA,3b2f65a1c7090a9b1f43df197c72e48b,8192,8,8192,bf16,T,N,3010.0,7.9844,0.3567,True
393,llama70bskinny,gemm_8192_16_8192_bf16_f32_tA,ae8f71680d8c516f4b1d30a4658e1a82,8192,16,8192,bf16,T,N,3020.0,15.9377,0.7111,True
394,llama70bskinny,gemm_8192_32_8192_bf16_f32_tA,a77de073d5c9f55ff7db01597074fe83,8192,32,8192,bf16,T,N,915.0,31.7519,4.694,True
395,llama70bskinny,gemm_57344_2_8192_bf16_f32_tA,4fbc4866051642b7c346b77410546190,57344,2,8192,bf16,T,N,12800.0,1.9994,0.1468,True
396,llama70bskinny,gemm_57344_4_8192_bf16_f32_tA,8c0ef36fd1653787389250bc3f8772be,57344,4,8192,bf16,T,N,24100.0,3.9978,0.1559,True
397,llama70bskinny,gemm_57344_8_8192_bf16_f32_tA,596e16d66715ffce0aee58155fc556f1,57344,8,8192,bf16,T,N,7570.0,7.9911,0.9929,True
398,llama70bskinny,gemm_57344_16_8192_bf16_f32_tA,bd99ea12b96103582a38f51ca2a26cd9,57344,16,8192,bf16,T,N,7600.0,15.9644,1.9779,True
399,llama70bskinny,gemm_57344_32_8192_bf16_f32_tA,d83fe69c527afe965146ea901b0d8cc4,57344,32,8192,bf16,T,N,2630.0,31.8578,11.4315,True
400,llama70bskinny,gemm_8192_2_28672_bf16_f32_tA,14d74b6402e8cb007ad323daf03d6998,8192,2,28672,bf16,T,N,7700.0,1.9994,0.122,True
401,llama70bskinny,gemm_8192_4_28672_bf16_f32_tA,8c0b6ee44d9420004d9e548bfc451895,8192,4,28672,bf16,T,N,15600.0,3.9975,0.1205,True
402,llama70bskinny,gemm_8192_8_28672_bf16_f32_tA,195d072960c05e71a488e169892f547d,8192,8,28672,bf16,T,N,10300.0,7.99,0.3649,True
403,llama70bskinny,gemm_8192_16_28672_bf16_f32_tA,44c0c8a7f491e33fb762152871661038,8192,16,28672,bf16,T,N,10300.0,15.9599,0.7297,True
404,llama70bskinny,gemm_8192_32_28672_bf16_f32_tA,c1b9cbd02c4cb76c59a37145a3cdee70,8192,32,28672,bf16,T,N,3680.0,31.8401,4.0849,True
405,llama70bskinny,gemm_16000_2_8192_bf16_f32_tA,63e3c82290a1da05457211cd22d550c3,16000,2,8192,bf16,T,N,2910.0,1.9993,0.1802,True
406,llama70bskinny,gemm_16000_4_8192_bf16_f32_tA,d3b2d2012e78ecd550e8fe25c0629d28,16000,4,8192,bf16,T,N,4600.0,3.997,0.228,True
407,llama70bskinny,gemm_16000_8_8192_bf16_f32_tA,bb5b34ec1feacf2c124202cfc66a47b6,16000,8,8192,bf16,T,N,3050.0,7.9882,0.6876,True
408,llama70bskinny,gemm_16000_16_8192_bf16_f32_tA,3ace39e927a31c200f2cac62a1b9b0e9,16000,16,8192,bf16,T,N,3070.0,15.9529,1.3662,True
409,llama70bskinny,gemm_16000_32_8192_bf16_f32_tA,302af5920cde8b626eabe2f4459b36e7,16000,32,8192,bf16,T,N,1050.0,31.8121,7.9892,True
410,llama70bskinny,gemm_5120_2_8192_bf16_f32_tA,304c1ca8add68d775f2f21bc04a61c5a,5120,2,8192,bf16,T,N,1010.0,1.9987,0.1661,True
411,llama70bskinny,gemm_5120_4_8192_bf16_f32_tA,593ac6a5d0ad1d8409c98cfcb0714410,5120,4,8192,bf16,T,N,2080.0,3.9949,0.1613,True
412,llama70bskinny,gemm_5120_8_8192_bf16_f32_tA,74d2908685fe55b843866c0d3292bd78,5120,8,8192,bf16,T,N,3050.0,7.9797,0.22,True
413,llama70bskinny,gemm_5120_16_8192_bf16_f32_tA,11a0d11773745d00f0706be9b8355c9b,5120,16,8192,bf16,T,N,3050.0,15.9192,0.4401,True
414,llama70bskinny,gemm_5120_32_8192_bf16_f32_tA,f8fad1dd937f8222d20e7ccca07e295b,5120,32,8192,bf16,T,N,967.0,31.6783,2.776,True
415,llama70bskinny,gemm_8192_2_4096_bf16_f32_tA,db7c3ea7f594c938abe4ef3724bbb1f3,8192,2,4096,bf16,T,N,720.0,1.9985,0.1864,True
416,llama70bskinny,gemm_8192_4_4096_bf16_f32_tA,35bfdc54255fe876fc1a472f8d49105c,8192,4,4096,bf16,T,N,1410.0,3.9941,0.1904,True
417,llama70bskinny,gemm_8192_8_4096_bf16_f32_tA,387c4178c9cd30f559e6a638bbcb75c5,8192,8,4096,bf16,T,N,1550.0,7.9766,0.3464,True
418,llama70bskinny,gemm_8192_16_4096_bf16_f32_tA,13d56cbb4219818d6d2acbac5d0a7b12,8192,16,4096,bf16,T,N,1550.0,15.9068,0.6927,True
419,llama70bskinny,gemm_8192_32_4096_bf16_f32_tA,2457ec8ce96dc33746f3d9a0e1df8e61,8192,32,4096,bf16,T,N,489.0,31.6293,4.3916,True
420,llama70bskinny,gemm_28672_2_8192_bf16_f32_tA,4cda802b007572c421a22a918c1e32b6,28672,2,8192,bf16,T,N,6640.0,1.9994,0.1415,True
421,llama70bskinny,gemm_28672_4_8192_bf16_f32_tA,2f83f9998c6754556c95a52cdc20dd63,28672,4,8192,bf16,T,N,12800.0,3.9975,0.1468,True
422,llama70bskinny,gemm_28672_8_8192_bf16_f32_tA,447dc658e58ae2d553910075d0b89a96,28672,8,8192,bf16,T,N,5190.0,7.99,0.7241,True
423,llama70bskinny,gemm_28672_16_8192_bf16_f32_tA,b07e71a4aa320cd15fa4afd040312c7e,28672,16,8192,bf16,T,N,5180.0,15.9599,1.451,True
424,llama70bskinny,gemm_28672_32_8192_bf16_f32_tA,ed6d319306c70916c04fa706b18f8261,28672,32,8192,bf16,T,N,1340.0,31.8401,11.2182,True
425,llama70bskinny,gemm_8192_2_14336_bf16_f32_tA,f6515fd4f98adaba9b36e4e846956fca,8192,2,14336,bf16,T,N,3610.0,1.9992,0.1301,True
426,llama70bskinny,gemm_8192_4_14336_bf16_f32_tA,64d0d98bcb3883b52c26c13773477a5e,8192,4,14336,bf16,T,N,7040.0,3.9969,0.1335,True
427,llama70bskinny,gemm_8192_8_14336_bf16_f32_tA,53290e9b3151fd5aa94e556001fa87bd,8192,8,14336,bf16,T,N,5130.0,7.9877,0.3663,True
428,llama70bskinny,gemm_8192_16_14336_bf16_f32_tA,a48e3b76f3b1488f158d7709e286dbd6,8192,16,14336,bf16,T,N,5130.0,15.951,0.7326,True
429,llama70bskinny,gemm_8192_32_14336_bf16_f32_tA,19f80c6a1918c97a553e8bf113586135,8192,32,14336,bf16,T,N,1590.0,31.8048,4.7272,True
430,llama70bskinny,gemm_8000_2_8192_bf16_f32_tA,34de94ba36c1416f20d730d2e6508bd7,8000,2,8192,bf16,T,N,821.0,1.999,0.3193,True
431,llama70bskinny,gemm_8000_4_8192_bf16_f32_tA,1c022e9640fc4a7dd9a66dfc7131017e,8000,4,8192,bf16,T,N,1600.0,3.9961,0.3277,True
432,llama70bskinny,gemm_8000_8_8192_bf16_f32_tA,fad3202b2963fa79990050f1786a3ff6,8000,8,8192,bf16,T,N,3000.0,7.9842,0.3495,True
433,llama70bskinny,gemm_8000_16_8192_bf16_f32_tA,c79b78e5dce1400b320514d70f31fc28,8000,16,8192,bf16,T,N,3030.0,15.937,0.6921,True
434,llama70bskinny,gemm_8000_32_8192_bf16_f32_tA,de876fe05cf57c65e52dc7c1f18f240a,8000,32,8192,bf16,T,N,929.0,31.749,4.5149,True
435,llama70bskinny,gemm_2560_2_8192_bf16_f32_tA,133aa48117483a1509ac05f414bdf792,2560,2,8192,bf16,T,N,428.0,1.998,0.196,True
436,llama70bskinny,gemm_2560_4_8192_bf16_f32_tA,8c6e7ffdd920297165fc7bf4f4775004,2560,4,8192,bf16,T,N,790.0,3.9918,0.2124,True
437,llama70bskinny,gemm_2560_8_8192_bf16_f32_tA,4317e3bc1229e50574ff53db500e69c3,2560,8,8192,bf16,T,N,3030.0,7.9673,0.1107,True
438,llama70bskinny,gemm_2560_16_8192_bf16_f32_tA,3c1999e3d8ab3f7f02eb063376755f83,2560,16,8192,bf16,T,N,3050.0,15.8698,0.22,True
439,llama70bskinny,gemm_2560_32_8192_bf16_f32_tA,c8be454397c5bc9229ca699165eb03c8,2560,32,8192,bf16,T,N,966.0,31.4835,1.3894,True
440,llama70bskinny,gemm_8192_2_2048_bf16_f32_tA,0294f29f2bd741e72cde6b4831029f7d,8192,2,2048,bf16,T,N,325.0,1.9976,0.2065,True
441,llama70bskinny,gemm_8192_4_2048_bf16_f32_tA,9e940fbb5e39cc81b1128873cca194ac,8192,4,2048,bf16,T,N,569.0,3.9903,0.2359,True
442,llama70bskinny,gemm_8192_8_2048_bf16_f32_tA,f75408624fc2ea5587a139edc83eb91e,8192,8,2048,bf16,T,N,780.0,7.9611,0.3441,True
443,llama70bskinny,gemm_8192_16_2048_bf16_f32_tA,0907d7356372d63e40f27e6e41cde70e,8192,16,2048,bf16,T,N,777.0,15.8453,0.691,True
444,llama70bskinny,gemm_8192_32_2048_bf16_f32_tA,56fad5b6881cc8cfc31b4d54f64c5366,8192,32,2048,bf16,T,N,265.0,31.387,4.0519,True
445,llama70bskinny,gemm_14336_2_8192_bf16_f32_tA,dffcbd3d0790587e40a495cf40598ff5,14336,2,8192,bf16,T,N,3150.0,1.9992,0.1491,True
446,llama70bskinny,gemm_14336_4_8192_bf16_f32_tA,04c1b193d6bd5cef790a03c5d887c10f,14336,4,8192,bf16,T,N,6030.0,3.9969,0.1558,True
447,llama70bskinny,gemm_14336_8_8192_bf16_f32_tA,6f560f58c88093257470136c51900820,14336,8,8192,bf16,T,N,3060.0,7.9877,0.6141,True
448,llama70bskinny,gemm_14336_16_8192_bf16_f32_tA,6a2742b19dffad9fa42c45d5cc84f216,14336,16,8192,bf16,T,N,3070.0,15.951,1.2241,True
449,llama70bskinny,gemm_14336_32_8192_bf16_f32_tA,2e24044e2bba91bc3e731d30625b815b,14336,32,8192,bf16,T,N,977.0,31.8048,7.6931,True
450,llama70bskinny,gemm_8192_2_7168_bf16_f32_tA,48463a6cddfb3178e3f20b3fbd18d8d3,8192,2,7168,bf16,T,N,1440.0,1.999,0.1631,True
451,llama70bskinny,gemm_8192_4_7168_bf16_f32_tA,6802f1e76a619ac8ada80e03789a4cdd,8192,4,7168,bf16,T,N,2930.0,3.9958,0.1603,True
452,llama70bskinny,gemm_8192_8_7168_bf16_f32_tA,d976c957dfef756e854177cda5454436,8192,8,7168,bf16,T,N,2660.0,7.9833,0.3532,True
453,llama70bskinny,gemm_8192_16_7168_bf16_f32_tA,a65feab3fb7c1dc168f18b5f9c063b28,8192,16,7168,bf16,T,N,2640.0,15.9333,0.7118,True
454,llama70bskinny,gemm_8192_32_7168_bf16_f32_tA,fe0a9fb13f8357d42dbb3bc6d29460b9,8192,32,7168,bf16,T,N,795.0,31.7344,4.7272,True
455,llama70bskinny,gemm_4000_2_8192_bf16_f32_tA,3d8be3cff34786f8e6c6935e54258163,4000,2,8192,bf16,T,N,406.0,1.9985,0.3228,True
456,llama70bskinny,gemm_4000_4_8192_bf16_f32_tA,ab0d51f295a92bf5ba9426edbc386588,4000,4,8192,bf16,T,N,748.0,3.9941,0.3505,True
457,llama70bskinny,gemm_4000_8_8192_bf16_f32_tA,0e5a8ff6b6075e32e4aade36df8a547f,4000,8,8192,bf16,T,N,2630.0,7.9763,0.1993,True
458,llama70bskinny,gemm_4000_16_8192_bf16_f32_tA,c94db926334bc6383d35891949b16c32,4000,16,8192,bf16,T,N,2670.0,15.9053,0.3927,True
459,llama70bskinny,gemm_4000_32_8192_bf16_f32_tA,c740ddfa8c469aff43ddfc9456259535,4000,32,8192,bf16,T,N,928.0,31.6235,2.2599,True
460,llama70bskinny,gemm_1280_2_8192_bf16_f32_tA,381b84d0552be41ae8f80bc2061d9ce0,1280,2,8192,bf16,T,N,196.0,1.9964,0.214,True
461,llama70bskinny,gemm_1280_4_8192_bf16_f32_tA,ef1bf585ac2978001e71a72bfc308884,1280,4,8192,bf16,T,N,378.0,3.9856,0.2219,True
462,llama70bskinny,gemm_1280_8_8192_bf16_f32_tA,7e4d48587c4c2cfcf13ebf3c39cfe3c7,1280,8,8192,bf16,T,N,3030.0,7.9426,0.0554,True
463,llama70bskinny,gemm_1280_16_8192_bf16_f32_tA,b7c6e7d7757ab982462b82d3c8d2ec04,1280,16,8192,bf16,T,N,3060.0,15.772,0.1097,True
464,llama70bskinny,gemm_1280_32_8192_bf16_f32_tA,d1fa5ec55bccaebd6d03a30855f2345d,1280,32,8192,bf16,T,N,946.0,31.101,0.7094,True
465,llama70bskinny,gemm_8192_2_1024_bf16_f32_tA,d45b2c6bf95ef97848303954f560069b,8192,2,1024,bf16,T,N,171.0,1.9956,0.1962,True
466,llama70bskinny,gemm_8192_4_1024_bf16_f32_tA,200955ed7decf5a204d226402d3d6cc2,8192,4,1024,bf16,T,N,298.0,3.9825,0.2252,True
467,llama70bskinny,gemm_8192_8_1024_bf16_f32_tA,223942b5d96de78ad1001df5a66684c6,8192,8,1024,bf16,T,N,410.0,7.9303,0.3274,True
468,llama70bskinny,gemm_8192_16_1024_bf16_f32_tA,63d30ec52a416c8592de1eed5ee610b6,8192,16,1024,bf16,T,N,421.0,15.7236,0.6376,True
469,llama70bskinny,gemm_8192_32_1024_bf16_f32_tA,401e7f214394897154fc5268aa07b6b0,8192,32,1024,bf16,T,N,161.0,30.9132,3.3346,True
470,llama70bskinny,gemm_7168_2_8192_bf16_f32_tA,03098a23720d40d80368d17451420c6a,7168,2,8192,bf16,T,N,1420.0,1.999,0.1654,True
471,llama70bskinny,gemm_7168_4_8192_bf16_f32_tA,bb0e5309559090e8a44d587b6f5c88bd,7168,4,8192,bf16,T,N,2860.0,3.9958,0.1643,True
472,llama70bskinny,gemm_7168_8_8192_bf16_f32_tA,3165c2d025bb50b11f3774d725424144,7168,8,8192,bf16,T,N,3050.0,7.9833,0.308,True
473,llama70bskinny,gemm_7168_16_8192_bf16_f32_tA,f85d951e8d42d9112ab0f2f1e2b841f9,7168,16,8192,bf16,T,N,3040.0,15.9333,0.6181,True
474,llama70bskinny,gemm_7168_32_8192_bf16_f32_tA,f6add395ff48fa9609f22d43e78a9b14,7168,32,8192,bf16,T,N,970.0,31.7344,3.8743,True
475,llama70bskinny,gemm_8192_2_3584_bf16_f32_tA,b3ffe370da3b9e65c93cfea16ffba442,8192,2,3584,bf16,T,N,586.0,1.9984,0.2004,True
476,llama70bskinny,gemm_8192_4_3584_bf16_f32_tA,a1ff3dd762e20398062f57517d3b514b,8192,4,3584,bf16,T,N,1150.0,3.9936,0.2042,True
477,llama70bskinny,gemm_8192_8_3584_bf16_f32_tA,6c68dc2805359c393c4ae6094f86ee91,8192,8,3584,bf16,T,N,1310.0,7.9744,0.3586,True
478,llama70bskinny,gemm_8192_16_3584_bf16_f32_tA,9b120acd84f6e152a97144d23e0f20b1,8192,16,3584,bf16,T,N,1320.0,15.898,0.7118,True
479,llama70bskinny,gemm_8192_32_3584_bf16_f32_tA,432b692900207892bb199f6c4578d5b8,8192,32,3584,bf16,T,N,431.0,31.5945,4.3597,True
480,gpt4compute,gemm_2048_2048_1024_f16_f32,d20dcfacd4eeaf361909c934aad7ef7a,2048,2048,1024,f16,N,N,73.0,512.0,117.6703,True
481,gpt4compute,gemm_2048_2048_8192_f16_f32,f74e6cf2bca1f1bb833e74688c4770aa,2048,2048,8192,f16,N,N,237.0,910.2222,289.9556,True
482,gpt4compute,gemm_2048_2048_65536_f16_f32,4e5ebda08c87d272d9a38e881ecea8bc,2048,2048,65536,f16,N,N,1720.0,1008.2462,319.6255,True
483,gpt4compute,gemm_2048_8192_1024_f16_f32,9c4b2d3949a016e8ef1037919570d8a4,2048,8192,1024,f16,N,N,138.0,630.1538,248.9836,True
484,gpt4compute,gemm_2048_8192_8192_f16_f32,ca0616fabbe937aa40bef1d926b5fdf3,2048,8192,8192,f16,N,N,764.0,1365.3333,359.7878,True
485,gpt4compute,gemm_2048_8192_65536_f16_f32,e182c5da07d0f6d84b989b044c8d4766,2048,8192,65536,f16,N,N,7070.0,1598.439,311.0358,True
486,gpt4compute,gemm_8192_2048_1024_f16_f32,71fbdfb647f04197ac85d4531e831b8b,8192,2048,1024,f16,N,N,147.0,630.1538,233.7397,True
