index,tag,name,M,N,K,dtype,A,B,mean_microseconds,arithmetic_intensity,tflops,ok
535,unet,rocblas,8192,5120,640,bf16,N,N,115.82017,531.9480519480519,463.538356056635,True
536,llama70bskinnybf16,rocblas,1280,4,8192,bf16,T,N,10.911200000000001,3.985598910187798,7.688070972945229,True
537,llama70bmatvecbf16,rocblas,2560,1,8192,bf16,T,N,13.938790000000001,0.9994875674092872,3.0090875893818616,True
538,llama70bskinny,rocblas,2560,2,8192,fp16,T,N,14.1525,1.9979513194478318,5.927297650591767,True
539,llama13bskinnybf16,rocblas,15360,4,5120,bf16,T,N,45.97189,3.995837669094693,13.685441255515055,True
540,llama13bskinnybf16,rocblas,6912,4,5120,bf16,T,N,21.228759999999998,3.9945675730343573,13.336413431589976,True
541,llama70bskinny,rocblas,2560,32,8192,fp16,T,N,18.153669999999998,31.483474250576478,73.9342116497656,True
542,llama70bskinnybf16,rocblas,16000,8,8192,bf16,T,N,93.68908,7.988204916178455,22.384166863416738,True
543,unet,rocblas,2048,1280,1280,bf16,N,N,23.484599999999997,487.6190476190476,285.75689600844817,True
544,llama70bskinny,rocblas,8192,2,3584,fp16,T,N,16.90702,1.9983969332636349,6.946257353454364,True
545,llama13bskinny,rocblas,15360,2,5120,fp16,T,N,44.14346,1.9989588755856325,7.126147338699776,True
546,llama70bskinny,rocblas,4000,4,8192,fp16,T,N,20.45702,3.9940557217578525,12.814378633838166,True
547,llama70bmatvecbf16,rocblas,8192,1,7168,bf16,T,N,33.14915,0.9997384891647344,3.542791051957592,True
548,llama13bskinny,rocblas,7680,2,5120,fp16,T,N,23.18778,1.9986987638256344,6.783159060505145,True
549,llama70bmatvecbf16,rocblas,7168,1,8192,bf16,T,N,38.87188,0.9997384891647344,3.0212202754278934,True
550,llama70bskinny,rocblas,8192,16,4096,fp16,T,N,25.41989,15.906796116504854,42.24022306941533,True
551,llama13bskinny,rocblas,4000,8,5120,fp16,T,N,13.13143,7.971601170828922,24.953870218247367,True
552,llama70bskinnybf16,rocblas,5120,8,8192,bf16,T,N,29.55166,7.979738944087279,22.708999765157017,True
553,llama70bskinny,rocblas,8192,4,28672,fp16,T,N,125.12853,3.9974904147786687,15.016944512973978,True
554,llama70bmemory,rocblas,2,1280,8192,bf16,N,T,10.54314,1.9963932348783935,3.978230394360694,True
555,llama13bskinny,rocblas,8000,8,5120,fp16,T,N,24.17323,7.979552396982732,27.11098185885792,True
556,llama70bskinny,rocblas,8000,16,8192,fp16,T,N,45.912519999999994,15.936999050627985,45.67712684905992,True
557,llama13bskinny,rocblas,27648,4,5120,fp16,T,N,81.24628999999999,3.996299722479186,13.938631290117987,True
