M,N,K,Alpha,Beta,Transpose A,Transpose B,A Type,B Type,C Type,D Type,Batch Count,Iterations,,Subworkload,Unique Name,GEMM Performance (TFLOPs),Kernel Time (us),id
256,5120,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,89970,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T223,507.3378,9.2594,256_5120_1792_1_N_T
257,286720,160,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,2609,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T223,73.8082,319.4748,257_286720_160_1_N_N
8224,1792,2048,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,19344,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2230,1243.285,48.5523,8224_1792_2048_1_N_N
1536,3200,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,50910,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2231,1046.605,16.8316,1536_3200_1792_1_N_T
2048,1792,8224,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,19388,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2232,1196.451,50.4529,2048_1792_8224_1_T_N
3200,1536,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,50915,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2233,984.2899,17.8972,3200_1536_1792_1_N_T
1024,13184,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,24886,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2234,1230.372,39.3259,1024_13184_1792_1_N_T
3200,1792,20480,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,5146,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2235,1377.366,170.5292,3200_1792_20480_1_N_N
13184,1024,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,25462,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2236,1233.435,39.2283,13184_1024_1792_1_N_T
256,1792,8224,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,58154,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T224,526.0808,14.343,256_1792_8224_1_N_N
1024,1792,13184,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,21635,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T224,1049.476,46.1044,1024_1792_13184_1_T_N
256,1792,5120,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81454,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T225,458.5303,10.2449,256_1792_5120_1_N_N
1024,1792,2895,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,10176,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T225,129.6498,81.9492,1024_1792_2895_1_T_T
32,257,160,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1792,23942,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T226,131.3289,35.9096,32_257_160_1792_N_N
256,8224,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,81435,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T226,737.2254,10.2351,256_8224_1792_1_N_T
1024,1792,8224,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,33957,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T227,1178.143,25.6185,1024_1792_8224_1_N_N
5120,1792,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T227,573.1459,8.1962,5120_1792_256_1_N_N
160,257,32,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1792,12731,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T228,72.0381,65.465,160_257_32_1792_T_N
8224,1792,1024,1,1,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,29337,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T228,993.011,30.3946,8224_1792_1024_1_T_N
1536,1792,3200,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,57958,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T229,1074.667,16.3921,1536_1792_3200_1_T_N
257,286720,32,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,6662,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T230,37.6936,125.1132,257_286720_32_1_N_N
13184,1792,3200,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,8396,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T230,1352.934,111.7606,13184_1792_3200_1_N_N
32,257,160,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1792,23861,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T231,130.1738,36.2283,32_257_160_1792_N_N
257,32,286720,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,5652,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T231,31.9722,147.5022,257_32_286720_1_N_T
2895,1024,1792,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,7752,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2310,98.8154,107.5207,2895_1024_1792_1_T_T
5120,1792,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2310,573.1544,8.1961,5120_1792_256_1_T_N
1536,1792,3200,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,54117,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2311,1075.102,16.3855,1536_1792_3200_1_N_N
13184,1792,1024,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,25962,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2311,1312.933,36.853,13184_1792_1024_1_T_N
1024,1792,13184,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,21407,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2312,1081.275,44.7486,1024_1792_13184_1_T_N
8224,1792,2048,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,20184,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2312,1215.516,49.6615,8224_1792_2048_1_N_N
1536,1792,3200,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,53215,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2313,1073.335,16.4125,1536_1792_3200_1_T_N
2048,1792,8224,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,19061,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2313,1186.139,50.8915,2048_1792_8224_1_T_N
3200,1536,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,49599,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2314,990.4876,17.7853,3200_1536_1792_1_N_T
13184,1792,1024,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,26808,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2314,1263.647,38.2903,13184_1792_1024_1_N_N
256,1792,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,172316,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2315,49.2703,4.7672,256_1792_256_1_T_N
1024,13184,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,24576,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2315,1235.041,39.1773,1024_13184_1792_1_N_T
5120,256,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,81678,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2316,464.8189,10.1064,5120_256_1792_1_N_T
13184,1024,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,25458,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2316,1284.157,37.6788,13184_1024_1792_1_N_T
3200,1792,1536,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,50909,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2317,1044.563,16.8645,3200_1792_1536_1_N_N
8224,1792,1024,1,1,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,29472,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2317,984.8991,30.645,8224_1792_1024_1_T_N
256,1792,5120,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81415,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2318,458.5293,10.245,256_1792_5120_1_T_N
1024,1792,8224,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,33953,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2318,1185.492,25.4596,1024_1792_8224_1_N_N
1024,1792,13184,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,21420,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2319,1070.324,45.2064,1024_1792_13184_1_N_N
1024,8224,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,40226,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2319,1229.333,24.5517,1024_8224_1792_1_N_T
257,160,32,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1792,5,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T232,-1,-1,257_160_32_1792_T_N
1024,1792,2895,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,10175,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T232,129.6397,81.9556,1024_1792_2895_1_T_T
32,160,257,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1792,5,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2320,-1,-1,32_160_257_1792_N_T
3200,1792,13184,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,8326,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T2321,1317.92,114.7298,3200_1792_13184_1_T_N
256,256,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135573,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T233,38.2107,6.147,256_256_1792_1_N_T
8224,2048,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,20773,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T233,1300.881,46.4027,8224_2048_1792_1_N_T
256,1792,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,147076,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T234,40.4127,5.8121,256_1792_256_1_N_N
256,5120,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,90461,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T234,509.7678,9.2152,256_5120_1792_1_N_T
160,257,32,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1792,12730,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T235,72.0459,65.4578,160_257_32_1792_T_N
8224,1792,256,1,1,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,45263,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T235,409.5598,18.4236,8224_1792_256_1_T_N
32,286720,257,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,5423,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T236,30.6845,153.6921,32_286720_257_1_T_N
5120,1792,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,99376,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T236,572.5953,8.2041,5120_1792_256_1_N_N
256,8224,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,81428,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T237,737.2219,10.2351,256_8224_1792_1_N_T
13184,3200,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,7666,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T237,1265.63,119.4699,13184_3200_1792_1_N_T
256,1792,8224,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,58168,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T238,526.0818,14.3429,256_1792_8224_1_N_N
3200,1792,1536,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,51725,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T238,1074.23,16.3988,3200_1792_1536_1_T_N
256,1792,5120,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81449,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T239,458.5263,10.245,256_1792_5120_1_N_N
1536,3200,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,50923,GEMM Performance (TFLOPs),WRT1-T23,WRT1-T239,1042.204,16.9027,1536_3200_1792_1_N_T
2048,512,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T240,452.5949,8.3034,2048_512_1792_1_N_T
512,1792,1,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,203345,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T241,0.4478,4.098,512_1792_1_1_N_N
32,1792,128,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,178795,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T2410,2.93,5.0102,32_1792_128_1_T_N
32,1,1792,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135634,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T2411,0.0187,6.1441,32_1_1792_1_N_N
128,1792,2048,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,116551,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T2412,134.247,6.9985,128_1792_2048_1_T_N
32,1792,1,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,169296,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T2413,0.0238,4.8192,32_1792_1_1_N_N
128,1792,32,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,152849,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T2414,2.6945,5.4482,128_1792_32_1_N_N
128,1,1792,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135625,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T2415,0.0747,6.1447,128_1_1792_1_N_N
512,1,1792,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135058,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T2416,0.2984,6.1494,512_1_1792_1_N_N
2048,128,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T2417,128.552,7.3085,2048_128_1792_1_N_T
128,1792,1,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,203608,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T242,0.1121,4.0933,128_1792_1_1_N_N
1,1792,512,1,1,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135698,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T243,0.2988,6.1411,1_1792_512_1_N_N
2048,1792,128,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135574,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T244,152.8411,6.1471,2048_1792_128_1_N_N
1,1792,128,1,1,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,142517,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T245,0.0778,5.8958,1_1792_128_1_N_N
1,1792,32,1,1,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,151400,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T246,0.0211,5.4318,1_1792_32_1_N_N
2048,1792,512,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T247,457.0518,8.2225,2048_1792_512_1_N_N
128,32,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,131064,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T248,2.1921,6.6968,128_32_1792_1_N_T
512,1792,2048,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81753,GEMM Performance (TFLOPs),WRT1-T24,WRT1-T249,369.4645,10.1717,512_1792_2048_1_T_N
1280,1562,512,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,50868,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T250,124.8975,16.3922,1280_1562_512_1_T_T
1562,512,1280,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,40698,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T251,99.9184,20.4902,1562_512_1280_1_T_T
512,1280,240,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,140283,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2510,51.3926,6.121,512_1280_240_1_T_N
512,192,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135472,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2511,38.7377,6.4965,512_192_1280_1_N_T
192,1280,2048,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,127437,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2512,155.4263,6.4766,192_1280_2048_1_T_N
2048,1280,1562,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,14340,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2513,140.5002,58.2873,2048_1280_1562_1_T_T
192,1280,512,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,148070,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2514,44.7047,5.6293,192_1280_512_1_T_N
1562,1280,512,1,1,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,45250,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2515,111.1332,18.4224,1562_1280_512_1_T_N
144,512,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135519,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2516,30.4585,6.1968,144_512_1280_1_N_T
512,1280,1562,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,37016,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2517,90.9032,22.5222,512_1280_1562_1_T_T
512,1280,60,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135618,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2518,12.7992,6.1444,512_1280_60_1_T_N
512,1562,1280,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135569,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2519,333.0637,6.147,512_1562_1280_1_N_N
512,1280,1562,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T252,250.0334,8.1883,512_1280_1562_1_N_T
512,1280,160,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135233,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2520,33.8137,6.2021,512_1280_160_1_T_N
512,1280,192,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135698,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2521,40.9808,6.1409,512_1280_192_1_N_N
2048,192,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135576,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2522,163.7678,6.1467,2048_192_1280_1_N_T
120,512,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135570,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2523,25.5878,6.1469,120_512_1280_1_N_T
64,512,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135576,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2524,13.6451,6.1477,64_512_1280_1_N_T
160,512,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135560,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2525,34.1144,6.1474,160_512_1280_1_N_T
60,512,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,80183,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2526,7.6836,10.2351,60_512_1280_1_N_T
96,512,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135475,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2527,20.4508,6.1528,96_512_1280_1_N_T
512,1280,32,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,155099,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2528,7.7629,5.403,512_1280_32_1_T_N
32,512,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135584,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2529,6.8247,6.1458,32_512_1280_1_N_T
1280,1562,2048,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,16443,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T253,161.2002,50.8025,1280_1562_2048_1_T_T
192,512,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135575,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2530,40.9409,6.1469,192_512_1280_1_N_T
2048,1280,192,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135810,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2531,163.9045,6.1416,2048_1280_192_1_N_N
512,1280,96,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,140893,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2532,15.9446,7.8916,512_1280_96_1_T_N
512,1280,72,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,138172,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2533,15.7649,5.9862,512_1280_72_1_T_N
72,512,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135520,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T2534,15.3472,6.1491,72_512_1280_1_N_T
1562,2048,1280,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,19431,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T254,190.5106,42.9865,1562_2048_1280_1_T_T
512,1280,120,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,138641,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T255,26.514,5.9322,512_1280_120_1_T_N
512,1280,144,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,135696,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T256,30.7342,6.1412,512_1280_144_1_T_N
512,1280,64,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,162786,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T257,16.3908,5.1179,512_1280_64_1_T_N
512,1280,192,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,139609,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T258,41.2607,6.0992,512_1280_192_1_T_N
240,512,1280,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135576,GEMM Performance (TFLOPs),WRT2-T25,WRT2-T259,51.1716,6.1474,240_512_1280_1_N_T
640,256,600640,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,272,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T260,57.9615,3395.664,640_256_600640_1_N_T
1664,1280,1562,1,0,T,T,f32_r,f32_r,f32_r,f32_r,1,6781,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T260,52.9519,125.6588,1664_1280_1562_1_T_T
256,256,640000,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,587,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T261,58.5177,1433.516,256_256_640000_1_N_T
256,600640,640,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,262,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T261,61.6074,3194.711,256_600640_640_1_T_N
640,640,1280,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,25434,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2610,31.975,32.7936,640_640_1280_1_N_T
1664,1280,256,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,31315,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2610,40.9792,26.6115,1664_1280_256_1_N_N
256,256000,256,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,1314,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2611,52.893,634.3835,256_256000_256_1_N_N
512,1280,512,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,31826,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2611,25.6397,26.1738,512_1280_512_1_N_N
384,1280,1562,1,0,T,T,f32_r,f32_r,f32_r,f32_r,1,18493,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2612,34.0649,45.076,384_1280_1562_1_T_T
1562,640,1280,1,0,T,T,f32_r,f32_r,f32_r,f32_r,1,15083,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2612,46.3037,55.2695,1562_640_1280_1_T_T
1024,256,194160,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,485,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2613,58.5801,1737.718,1024_256_194160_1_N_T
1664,256,1280,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,25436,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2613,33.2543,32.7933,1664_256_1280_1_N_T
256,26480,640,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,5089,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2614,52.9776,163.7855,256_26480_640_1_T_N
1024,1280,1024,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,11427,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2614,36.7598,73.0242,1024_1280_1024_1_N_N
768,256,1280,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,31179,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2615,18.8919,26.6419,768_256_1280_1_N_T
768,768,1280,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,23959,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2615,43.3884,34.8007,768_768_1280_1_N_T
256,194160,1024,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,490,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2616,59.7449,1703.84,256_194160_1024_1_T_N
1024,248960,256,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,366,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2616,57.1652,2283.324,1024_248960_256_1_N_N
512,512,1280,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,33251,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2617,26.4119,25.4086,512_512_1280_1_N_T
1024,194160,256,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,468,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2617,57.0569,1784.108,1024_194160_256_1_N_N
1024,256,66960,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,1357,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2618,57.1413,614.3769,1024_256_66960_1_N_T
256,66960,1024,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,1340,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2619,56.4135,622.3035,256_66960_1024_1_T_N
256,640000,256,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,565,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T262,56.7832,1477.303,256_640000_256_1_N_N
1562,384,1280,1,0,T,T,f32_r,f32_r,f32_r,f32_r,1,18457,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T262,34.0102,45.1485,1562_384_1280_1_T_T
256,189360,512,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,1000,GEMM Performance (TFLOPs),WRT2-T26,WRT2-T2620,60.7803,816.7047,256_189360_512_1_T_N
