M,N,K,Alpha,Beta,Transpose A,Transpose B,A Type,B Type,C Type,D Type,Batch Count,Iterations,,Subworkload,Unique Name,GEMM Performance (TFLOPs),Kernel Time (us),id
512,1792,160,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,147746,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T1619,52.1782,5.6269,512_1792_160_1_N_N
512,2895,1792,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,84077,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T162,543.0646,9.7822,512_2895_1792_1_N_N
2048,160,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135035,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T1620,190.7529,6.1567,2048_160_1792_1_N_T
512,160,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,124336,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T1621,44.6875,6.5701,512_160_1792_1_N_T
72,512,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T1622,16.1993,8.1559,72_512_1792_1_N_T
1792,2895,2048,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,4220,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T163,107.5668,197.546,1792_2895_2048_1_T_T
64,512,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135469,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T164,18.9968,6.1821,64_512_1792_1_N_T
60,512,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,80133,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T165,10.7483,10.2436,60_512_1792_1_N_T
96,512,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135568,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T166,28.658,6.147,96_512_1792_1_N_T
512,1792,2895,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,18060,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T167,114.9652,46.2083,512_1792_2895_1_T_T
2895,512,1792,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,15659,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T168,99.769,53.2465,2895_512_1792_1_T_T
2895,1792,512,1,1,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,9700,GEMM Performance (TFLOPs),WRT1-T16,WRT1-T169,61.8179,85.9354,2895_1792_512_1_T_N
10,20920192,2,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,506,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T180,0.5068,1651.28,10_20920192_2_1_N_N
12,13744384,2,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,768,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T181,0.6054,1089.724,12_13744384_2_1_N_N
128,57344,128,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,16346,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1810,36.7205,51.1716,128_57344_128_1_T_N
8,4,21907200,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,121,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1811,0.202,6941.447,8_4_21907200_1_N_T
256,57344,128,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,8527,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1812,38.4573,97.7212,256_57344_128_1_T_N
2,13744384,12,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,741,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1813,0.5861,1125.669,2_13744384_12_1_T_N
128,1792,160,1,0,T,N,f32_r,f32_r,f32_r,f32_r,128,3851,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1814,43.4207,216.3772,128_1792_160_128_T_N
128,57344,256,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,9431,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1815,42.4934,88.4395,128_57344_256_1_T_N
12,4,20920192,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,126,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1816,0.3019,6653.369,12_4_20920192_1_N_T
2,6577472,9,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,1547,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1817,0.4396,538.6977,2_6577472_9_1_T_N
2,20920192,10,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,489,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1818,0.4904,1706.476,2_20920192_10_1_T_N
128,128,57344,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,16275,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1819,36.6722,51.239,128_128_57344_1_N_T
8,21907200,2,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,482,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T182,0.4036,1737.084,8_21907200_2_1_N_N
160,128,1792,1,0,N,T,f32_r,f32_r,f32_r,f32_r,128,4154,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1820,46.8279,200.6335,160_128_1792_128_N_T
2,21907200,8,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,471,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1821,0.3958,1771.067,2_21907200_8_1_T_N
128,358400,128,1,0,T,N,f32_r,f32_r,f32_r,f32_r,1,3205,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1822,45.1613,260.0468,128_358400_128_1_T_N
160,1792,128,1,1,N,N,f32_r,f32_r,f32_r,f32_r,128,2963,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1823,33.3928,281.3556,160_1792_128_128_N_N
256,128,57344,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,10161,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1824,45.8472,81.9701,256_128_57344_1_N_T
128,358400,128,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,3228,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1825,45.4877,258.1806,128_358400_128_1_N_N
256,57344,128,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,9016,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T1826,40.6136,92.5331,256_57344_128_1_N_N
12,4,13744384,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,184,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T183,0.2889,4567.764,12_4_13744384_1_N_T
12,4,6577472,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,335,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T184,0.2527,2498.714,12_4_6577472_1_N_T
9,6577472,2,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,1600,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T185,0.4547,520.7313,9_6577472_2_1_N_N
128,57344,128,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,16964,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T186,38.2416,49.1362,128_57344_128_1_N_N
128,128,358400,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,3761,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T187,52.9787,221.6749,128_128_358400_1_N_T
128,57344,256,1,0,N,N,f32_r,f32_r,f32_r,f32_r,1,9923,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T188,44.9738,83.562,128_57344_256_1_N_N
128,256,57344,1,0,N,T,f32_r,f32_r,f32_r,f32_r,1,10172,GEMM Performance (TFLOPs),WRT1-T18,WRT1-T189,45.8466,81.9711,128_256_57344_1_N_T
380,320,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,50972,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T190,26.6442,16.3568,380_320_1792_1_N_T
380,1792,320,1,1,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81363,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T191,42.5391,10.245,380_1792_320_1_N_N
320,1792,380,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,60209,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1910,31.2723,13.9361,320_1792_380_1_T_N
804,1792,160,1,1,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,67872,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1911,37.5376,12.2822,804_1792_160_1_N_N
112,1792,320,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,151878,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1912,22.6785,5.664,112_1792_320_1_N_N
128,1792,2352,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1913,131.7738,8.1882,128_1792_2352_1_T_N
2352,128,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,122396,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1914,138.9321,7.7663,2352_128_1792_1_N_T
20224,1792,128,1,1,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,26993,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1915,300.2006,30.9053,20224_1792_128_1_N_N
112,1792,128,1,1,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,147925,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1916,8.8767,5.7882,112_1792_128_1_N_N
128,1792,112,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,173009,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1917,10.2398,5.0177,128_1792_112_1_T_N
320,1792,2352,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1918,329.0995,8.1965,320_1792_2352_1_T_N
804,160,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,50655,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1919,28.1509,16.3776,804_160_1792_1_N_T
380,1792,320,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81344,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T192,42.5807,10.235,380_1792_320_1_N_N
128,1792,20224,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,50843,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1920,565.9861,16.3923,128_1792_20224_1_T_N
320,1792,20224,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,28831,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1921,751.7079,30.8557,320_1792_20224_1_T_N
320,1792,804,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,45199,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1922,49.8286,18.5053,320_1792_804_1_T_N
320,1792,112,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,161225,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1923,26.2486,4.8936,320_1792_112_1_T_N
20224,1792,320,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,34054,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1924,860.0038,26.9702,20224_1792_320_1_N_N
20224,320,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,37010,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1925,953.3417,24.3297,20224_320_1792_1_N_T
804,320,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,44894,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1926,50.0157,18.436,804_320_1792_1_N_T
20224,128,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,58183,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T1927,647.4792,14.3291,20224_128_1792_1_N_T
112,128,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,132552,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T193,8.3567,6.1484,112_128_1792_1_N_T
112,320,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,114844,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T194,17.722,7.2481,112_320_1792_1_N_T
2352,320,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,81496,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T195,263.5504,10.2351,2352_320_1792_1_N_T
2352,1792,128,1,1,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T196,131.1917,8.2245,2352_1792_128_1_N_N
2352,1792,320,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T197,329.4337,8.1882,2352_1792_320_1_N_N
804,1792,320,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,67856,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T198,75.0028,12.2941,804_1792_320_1_N_N
160,1792,804,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,58164,GEMM Performance (TFLOPs),WRT1-T19,WRT1-T199,32.1752,14.3292,160_1792_804_1_T_N
1867,160,32,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1792,5,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T210,-1,-1,1867_160_32_1792_T_N
5120,1792,256,1,1,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81470,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T210,448.4099,10.4762,5120_1792_256_1_N_N
160,1867,32,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1792,2950,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T211,119.1511,287.5307,160_1867_32_1792_T_N
5120,256,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,81916,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T211,461.5732,10.1774,5120_256_1792_1_N_T
1024,59744,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,5311,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2110,1293.068,169.5668,1024_59744_1792_1_N_T
3200,1792,64704,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,1509,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2111,1321.106,561.7091,3200_1792_64704_1_T_N
1024,1792,64704,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,4708,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2112,1299.763,182.6985,1024_1792_64704_1_T_N
256,59744,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,17235,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2113,915.7385,59.8592,256_59744_1792_1_N_T
2048,1792,59744,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,2339,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2114,1201.943,364.8451,2048_1792_59744_1_T_N
1024,1792,59744,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,5126,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2115,1256.968,174.4368,1024_1792_59744_1_N_N
3200,20480,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,4655,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2116,1261.494,186.1927,3200_20480_1792_1_N_T
32,1867,160,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1792,4419,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2117,171.5317,199.7275,32_1867_160_1792_N_N
64704,1792,1024,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,5006,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2118,1373.006,172.9524,64704_1792_1024_1_T_N
59744,1792,1024,1,1,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,4552,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2119,1120.699,195.6471,59744_1792_1024_1_T_N
256,1792,5120,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81417,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T212,458.5328,10.2449,256_1792_5120_1_T_N
1867,417,286720,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,271,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T212,145.0972,3076.871,1867_417_286720_1_N_T
1867,286720,417,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,251,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2120,134.1023,3329.142,1867_286720_417_1_N_N
3200,1792,20480,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,4343,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2121,1239.363,189.5175,3200_1792_20480_1_N_N
256,1792,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,145298,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2122,28.6193,8.2071,256_1792_256_1_T_N
20480,1792,3200,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,5458,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2123,1401.353,167.6102,20480_1792_3200_1_T_N
1024,1792,64704,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,4828,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2124,1302.444,182.3224,1024_1792_64704_1_N_N
59744,1792,2048,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,2573,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2125,1275.105,343.9112,59744_1792_2048_1_N_N
1024,1792,2895,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,10173,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2126,129.6144,81.9716,1024_1792_2895_1_T_T
59744,1792,256,1,1,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,10430,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2127,614.1826,89.2493,59744_1792_256_1_T_N
1536,1792,3200,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,51649,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2128,1074.569,16.3936,1536_1792_3200_1_T_N
1536,3200,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,50925,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2129,1060.624,16.6092,1536_3200_1792_1_N_T
3200,1792,1536,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,50894,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T213,1053.454,16.7222,3200_1792_1536_1_N_N
5120,1792,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T213,573.1491,8.1962,5120_1792_256_1_N_N
5120,1792,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2130,573.1515,8.1961,5120_1792_256_1_T_N
32,160,1867,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1792,5,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2131,-1,-1,32_160_1867_1792_N_T
1536,1792,3200,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,55669,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2132,1074.822,16.3898,1536_1792_3200_1_N_N
3200,1536,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,50955,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2133,996.2032,17.6832,3200_1536_1792_1_N_T
1024,64704,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,4823,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2134,1275.275,186.2066,1024_64704_1792_1_N_T
3200,1792,1536,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,50926,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2135,1075.061,16.3861,3200_1792_1536_1_T_N
64704,1792,3200,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,1684,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2136,1473.363,503.6622,64704_1792_3200_1_N_N
64704,1024,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,4401,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2137,1161.353,204.4725,64704_1024_1792_1_N_T
417,286720,1867,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,196,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2138,104.9732,4252.946,417_286720_1867_1_T_N
64704,1792,1024,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,5169,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2139,1375.648,172.6203,64704_1792_1024_1_N_N
256,1792,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,162956,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T214,44.6584,5.2595,256_1792_256_1_N_N
64704,3200,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,1381,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T214,1223.102,606.7172,64704_3200_1792_1_N_T
59744,2048,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,2751,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T2140,1389.559,315.5842,59744_2048_1792_1_N_T
256,5120,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,89998,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T215,526.5575,8.9214,256_5120_1792_1_N_T
256,256,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,134653,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T216,35.7177,6.576,256_256_1792_1_N_T
256,1792,59744,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,14619,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T217,893.0863,61.3775,256_1792_59744_1_N_N
256,1792,5120,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81496,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T218,458.5315,10.2449,256_1792_5120_1_N_N
2895,1024,1792,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,7813,GEMM Performance (TFLOPs),WRT1-T21,WRT1-T219,98.5518,107.8082,2895_1024_1792_1_T_T
257,160,286720,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,2925,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T220,82.7439,284.974,257_160_286720_1_N_T
2895,1024,1792,1,0,T,T,bf16_r,bf16_r,bf16_r,bf16_r,1,7785,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T220,93.6791,113.4159,2895_1024_1792_1_T_T
257,160,32,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1792,5,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T221,-1,-1,257_160_32_1792_T_N
1024,8224,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,38684,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T221,1227.577,24.5868,1024_8224_1792_1_N_T
13184,1792,1024,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,26631,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2210,1317.24,36.7325,13184_1792_1024_1_N_N
256,1792,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2211,31.1213,7.5473,256_1792_256_1_T_N
5120,1792,256,1,1,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81542,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2212,458.9617,10.2353,5120_1792_256_1_N_N
5120,256,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,84071,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2213,461.318,10.183,5120_256_1792_1_N_T
3200,1792,1536,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,50903,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2214,1043.2,16.8866,3200_1792_1536_1_N_N
256,1792,5120,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,81470,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2215,458.5319,10.2449,256_1792_5120_1_T_N
1024,1792,13184,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,21819,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2216,1078.054,44.8822,1024_1792_13184_1_N_N
32,160,257,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1792,5,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2217,-1,-1,32_160_257_1792_N_T
3200,1792,13184,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,7967,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2218,1249.237,121.0376,3200_1792_13184_1_T_N
13184,1792,3200,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,8861,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2219,1407.965,107.3924,13184_1792_3200_1_N_N
256,256,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,135567,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T222,38.2107,6.147,256_256_1792_1_N_T
8224,2048,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,20639,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T222,1272.631,47.4328,8224_2048_1792_1_N_T
256,1792,256,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,143467,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2220,40.0309,5.8675,256_1792_256_1_N_N
8224,1792,256,1,1,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,45257,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2221,409.5626,18.4234,8224_1792_256_1_T_N
3200,20480,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,4682,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2222,1268.122,185.2196,3200_20480_1792_1_N_T
13184,1792,1024,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,26243,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2223,1306.301,37.0401,13184_1792_1024_1_T_N
160,286720,257,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,2719,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2224,77.0849,305.8945,160_286720_257_1_T_N
13184,3200,1792,1,0,N,T,bf16_r,bf16_r,bf16_r,bf16_r,1,7589,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2225,1251.861,120.7839,13184_3200_1792_1_N_T
3200,1792,1536,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,50911,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2226,1075.109,16.3854,3200_1792_1536_1_T_N
20480,1792,3200,1,1,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,4785,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2227,1305.445,179.9242,20480_1792_3200_1_T_N
5120,1792,256,1,0,T,N,bf16_r,bf16_r,bf16_r,bf16_r,1,100000,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2228,573.1525,8.1961,5120_1792_256_1_T_N
1536,1792,3200,1,0,N,N,bf16_r,bf16_r,bf16_r,bf16_r,1,56154,GEMM Performance (TFLOPs),WRT1-T22,WRT1-T2229,1074.137,16.4002,1536_1792_3200_1_N_N
